data_inizio, data_fine, tipologia, id_giocatore
2020-06-09,2020-09-07,trimestrale,538648
2022-07-10,2022-08-09,mensile,568837
2019-01-15,2019-02-14,mensile,445118
2019-02-26,2020-02-26,annuale,537665
2018-02-05,2018-03-07,mensile,464679
2020-09-12,2021-09-12,annuale,468370
2023-02-02,2024-02-02,annuale,535015
2019-01-10,2019-04-10,trimestrale,598476
2022-12-17,2023-12-17,annuale,497657
2019-12-21,2020-03-20,trimestrale,404942
2020-01-08,2021-01-07,annuale,573696
2021-06-30,2021-07-30,mensile,440245
2020-01-14,2021-01-13,annuale,455657
2022-01-12,2022-02-11,mensile,436457
2019-11-26,2020-11-25,annuale,520687
2018-07-09,2018-08-08,mensile,542782
2020-07-17,2020-08-16,mensile,520595
2021-04-20,2021-07-19,trimestrale,471592
2022-07-30,2022-10-28,trimestrale,565208
2018-10-23,2019-10-23,annuale,566260
2020-01-17,2020-04-16,trimestrale,478322
2021-11-13,2022-11-13,annuale,557287
2022-08-13,2022-11-11,trimestrale,598645
2020-03-28,2020-06-26,trimestrale,527425
2022-11-01,2023-01-30,trimestrale,543869
2018-04-05,2019-04-05,annuale,510634
2023-01-20,2023-02-19,mensile,589332
2022-08-31,2022-09-30,mensile,427104
2020-07-29,2021-07-29,annuale,428275
2018-12-15,2019-01-14,mensile,560338
2022-11-16,2023-11-16,annuale,411975
2019-11-14,2020-02-12,trimestrale,528885
2018-09-20,2018-12-19,trimestrale,565440
2022-12-18,2023-03-18,trimestrale,472856
2020-06-01,2020-07-01,mensile,579217
2023-01-18,2024-01-18,annuale,481047
2022-02-11,2022-05-12,trimestrale,445622
2020-04-30,2020-07-29,trimestrale,417636
2018-02-06,2018-03-08,mensile,488703
2021-04-11,2022-04-11,annuale,577317
2021-10-03,2022-01-01,trimestrale,451173
2018-07-08,2018-10-06,trimestrale,577348
2019-08-30,2019-11-28,trimestrale,429484
2021-01-22,2021-02-21,mensile,526685
2022-05-25,2022-06-24,mensile,422348
2022-10-17,2023-10-17,annuale,476421
2020-11-04,2020-12-04,mensile,570377
2022-01-24,2023-01-24,annuale,447220
2020-01-19,2021-01-18,annuale,501575
2021-05-27,2021-06-26,mensile,586817
2021-01-26,2021-02-25,mensile,469928
2021-03-13,2021-04-12,mensile,593753
2020-06-16,2020-07-16,mensile,495891
2022-10-09,2023-01-07,trimestrale,552582
2018-02-23,2019-02-23,annuale,600406
2018-02-24,2018-03-26,mensile,567026
2020-06-26,2021-06-26,annuale,566435
2020-08-13,2020-09-12,mensile,592364
2018-06-21,2019-06-21,annuale,541100
2020-02-27,2021-02-26,annuale,489969
2018-02-26,2018-03-28,mensile,579479
2022-11-19,2023-11-19,annuale,414084
2020-08-21,2020-09-20,mensile,423267
2018-06-28,2018-07-28,mensile,569913
2018-12-03,2019-12-03,annuale,417878
2020-08-17,2020-09-16,mensile,484731
2019-08-25,2019-11-23,trimestrale,484487
2022-07-09,2022-08-08,mensile,457270
2019-01-17,2020-01-17,annuale,559681
2019-07-01,2019-09-29,trimestrale,460487
2020-04-08,2020-05-08,mensile,537885
2022-12-28,2023-03-28,trimestrale,489228
2018-10-20,2019-01-18,trimestrale,416764
2020-04-19,2020-05-19,mensile,447962
2023-01-20,2023-04-20,trimestrale,510689
2018-05-01,2018-07-30,trimestrale,465322
2018-06-11,2018-07-11,mensile,459277
2019-02-17,2019-05-18,trimestrale,522036
2022-07-05,2023-07-05,annuale,498350
2021-09-13,2022-09-13,annuale,537379
2020-11-03,2021-02-01,trimestrale,525048
2019-03-28,2019-06-26,trimestrale,598828
2022-07-28,2022-08-27,mensile,576432
2020-10-29,2020-11-28,mensile,489189
2018-07-21,2018-08-20,mensile,407434
2018-03-18,2018-06-16,trimestrale,530737
2020-08-15,2020-09-14,mensile,591567
2022-02-10,2023-02-10,annuale,490485
2022-10-11,2023-10-11,annuale,495321
2019-01-13,2019-02-12,mensile,470102
2019-12-02,2020-01-01,mensile,407601
2018-10-22,2019-10-22,annuale,418926
2019-03-22,2020-03-21,annuale,508154
2021-08-16,2021-11-14,trimestrale,578185
2021-08-17,2021-11-15,trimestrale,498718
2020-08-28,2020-11-26,trimestrale,492846
2020-02-12,2021-02-11,annuale,534768
2018-08-23,2018-11-21,trimestrale,438609
2021-10-23,2022-01-21,trimestrale,528108
2018-06-25,2019-06-25,annuale,568732
2019-12-08,2020-12-07,annuale,563312
2020-01-22,2020-04-21,trimestrale,407317
2020-02-16,2021-02-15,annuale,509806
2021-07-16,2021-10-14,trimestrale,513923
2020-08-10,2020-11-08,trimestrale,572976
2020-08-16,2020-11-14,trimestrale,597101
2021-11-22,2021-12-22,mensile,508801
2019-04-23,2019-05-23,mensile,407131
2021-01-17,2021-04-17,trimestrale,472344
2022-04-16,2022-07-15,trimestrale,537071
2018-11-06,2019-11-06,annuale,558343
2022-12-09,2023-03-09,trimestrale,499699
2021-06-21,2021-07-21,mensile,599184
2018-12-31,2019-12-31,annuale,474114
2018-08-14,2018-09-13,mensile,456899
2018-11-07,2018-12-07,mensile,567329
2022-11-24,2023-02-22,trimestrale,476837
2020-02-23,2021-02-22,annuale,547299
2019-10-18,2020-10-17,annuale,441743
2022-03-14,2022-06-12,trimestrale,495805
2019-12-31,2020-12-30,annuale,533022
2022-01-25,2022-02-24,mensile,471544
2022-09-26,2022-12-25,trimestrale,519084
2022-09-04,2023-09-04,annuale,526112
2018-06-18,2018-07-18,mensile,469189
2018-05-20,2018-08-18,trimestrale,431477
2022-07-29,2022-08-28,mensile,471228
2022-01-26,2022-04-26,trimestrale,490169
2022-09-11,2022-12-10,trimestrale,438689
2020-03-31,2020-04-30,mensile,475879
2021-08-28,2021-11-26,trimestrale,427187
2019-01-02,2019-02-01,mensile,410830
2022-12-29,2023-03-29,trimestrale,463961
2020-03-28,2020-06-26,trimestrale,426593
2019-11-14,2019-12-14,mensile,540393
2019-11-04,2020-11-03,annuale,485148
2021-06-30,2021-09-28,trimestrale,454898
2018-04-23,2018-05-23,mensile,507749
2018-02-25,2018-03-27,mensile,472893
2019-03-16,2020-03-15,annuale,450798
2019-06-20,2020-06-19,annuale,487497
2022-06-06,2022-09-04,trimestrale,463836
2022-08-29,2023-08-29,annuale,460773
2020-10-18,2021-10-18,annuale,527491
2018-05-04,2019-05-04,annuale,472728
2018-06-12,2018-07-12,mensile,430170
2019-03-25,2020-03-24,annuale,522696
2018-05-29,2018-06-28,mensile,458924
2018-08-03,2018-09-02,mensile,447821
2018-12-08,2019-01-07,mensile,538997
2023-01-18,2023-04-18,trimestrale,463716
2022-11-02,2023-01-31,trimestrale,490283
2022-07-10,2022-08-09,mensile,409363
2019-12-25,2020-01-24,mensile,432339
2019-08-09,2020-08-08,annuale,565097
2020-08-29,2020-09-28,mensile,572646
2021-02-03,2021-03-05,mensile,414921
2022-08-18,2022-09-17,mensile,490825
2019-03-09,2020-03-08,annuale,444818
2022-07-02,2023-07-02,annuale,516787
2019-10-22,2020-10-21,annuale,509662
2020-03-01,2021-03-01,annuale,437932
2022-08-09,2022-11-07,trimestrale,499564
2021-12-18,2022-12-18,annuale,567721
2022-08-10,2022-09-09,mensile,457543
2018-10-11,2018-11-10,mensile,511884
2019-09-23,2020-09-22,annuale,494830
2019-04-21,2020-04-20,annuale,410240
2018-06-13,2018-09-11,trimestrale,523873
2021-06-07,2022-06-07,annuale,443059
2020-07-11,2020-08-10,mensile,578159
2019-11-26,2020-02-24,trimestrale,496150
2021-07-19,2021-10-17,trimestrale,455560
2019-11-30,2020-02-28,trimestrale,422346
2019-12-13,2020-01-12,mensile,444938
2022-08-25,2022-11-23,trimestrale,453719
2019-01-01,2020-01-01,annuale,431692
2018-12-19,2019-12-19,annuale,458238
2021-05-17,2021-08-15,trimestrale,519075
2022-08-31,2023-08-31,annuale,459075
2020-10-06,2020-11-05,mensile,468553
2018-11-14,2018-12-14,mensile,589018
2019-01-11,2019-04-11,trimestrale,573125
2018-11-28,2019-11-28,annuale,496228
2020-05-23,2020-08-21,trimestrale,460262
2020-09-08,2020-12-07,trimestrale,580395
2021-08-04,2021-09-03,mensile,596887
2021-09-18,2021-12-17,trimestrale,579206
2018-07-03,2018-10-01,trimestrale,491874
2022-08-29,2022-11-27,trimestrale,478380
2021-04-22,2022-04-22,annuale,475225
2021-11-13,2021-12-13,mensile,508243
2020-07-28,2020-08-27,mensile,571905
2019-09-17,2019-10-17,mensile,401258
2022-02-15,2022-05-16,trimestrale,507416
2019-04-18,2019-07-17,trimestrale,466076
2018-12-08,2019-01-07,mensile,547913
2019-08-17,2019-11-15,trimestrale,483178
2018-04-23,2018-05-23,mensile,428865
2018-11-08,2018-12-08,mensile,430162
2022-11-30,2023-02-28,trimestrale,476565
2021-10-03,2022-10-03,annuale,431747
2021-12-14,2022-12-14,annuale,492221
2019-10-03,2020-10-02,annuale,527681
2022-10-26,2022-11-25,mensile,549855
2020-06-11,2020-09-09,trimestrale,538380
2022-08-25,2022-09-24,mensile,580721
2022-12-23,2023-03-23,trimestrale,570366
2020-06-28,2020-09-26,trimestrale,509938
2021-03-02,2022-03-02,annuale,511005
2021-10-25,2021-11-24,mensile,514470
2019-09-20,2020-09-19,annuale,411904
2021-03-29,2022-03-29,annuale,573834
2021-04-02,2022-04-02,annuale,493840
2020-03-08,2021-03-08,annuale,495397
2018-04-11,2019-04-11,annuale,527990
2021-01-09,2022-01-09,annuale,575481
2018-11-13,2019-11-13,annuale,507058
2020-01-05,2020-02-04,mensile,591211
2021-03-01,2021-05-30,trimestrale,423783
2022-04-06,2023-04-06,annuale,541091
2022-02-05,2022-05-06,trimestrale,410616
2022-10-09,2023-01-07,trimestrale,528685
2020-04-29,2021-04-29,annuale,590271
2023-01-11,2023-02-10,mensile,527522
2020-05-26,2020-06-25,mensile,558861
2020-08-25,2020-11-23,trimestrale,504553
2022-10-08,2023-10-08,annuale,455976
2020-03-03,2021-03-03,annuale,537334
2020-08-07,2021-08-07,annuale,592194
2020-04-18,2020-05-18,mensile,486237
2022-10-13,2023-01-11,trimestrale,572475
2020-08-04,2021-08-04,annuale,598664
2022-05-31,2023-05-31,annuale,467153
2018-07-30,2018-08-29,mensile,566815
2020-11-25,2021-02-23,trimestrale,571980
2020-10-24,2021-01-22,trimestrale,439319
2018-02-08,2018-03-10,mensile,478253
2022-11-25,2023-02-23,trimestrale,555083
2021-10-01,2021-10-31,mensile,554016
2018-11-18,2018-12-18,mensile,565268
2019-05-15,2020-05-14,annuale,586574
2021-07-08,2021-10-06,trimestrale,417969
2022-05-15,2022-06-14,mensile,440904
2019-10-07,2020-10-06,annuale,471869
2018-03-26,2018-06-24,trimestrale,600556
2018-11-22,2019-11-22,annuale,417610
2019-09-29,2019-12-28,trimestrale,575744
2021-02-26,2021-03-28,mensile,594914
2019-06-17,2019-09-15,trimestrale,435512
2018-09-30,2018-12-29,trimestrale,546154
2020-02-21,2020-05-21,trimestrale,528230
2021-07-30,2021-08-29,mensile,544703
2022-11-01,2023-11-01,annuale,442757
2019-07-25,2019-10-23,trimestrale,480719
2019-12-17,2020-03-16,trimestrale,559419
2019-08-18,2020-08-17,annuale,555879
2018-10-21,2019-01-19,trimestrale,544909
2020-11-07,2021-11-07,annuale,589308
2019-08-07,2019-09-06,mensile,435109
2020-01-31,2020-04-30,trimestrale,558965
2019-06-16,2020-06-15,annuale,526968
2022-08-01,2023-08-01,annuale,527923
2018-11-21,2018-12-21,mensile,453256
2018-12-25,2019-12-25,annuale,542922
2022-06-06,2022-09-04,trimestrale,590285
2019-04-24,2020-04-23,annuale,511875
2022-06-24,2022-07-24,mensile,587075
2022-11-29,2022-12-29,mensile,575878
2018-12-31,2019-12-31,annuale,449733
2021-03-06,2022-03-06,annuale,408964
2020-06-29,2020-07-29,mensile,490434
2019-12-21,2020-01-20,mensile,589586
2018-05-18,2018-06-17,mensile,594093
2022-01-28,2022-04-28,trimestrale,432885
2019-06-28,2019-09-26,trimestrale,591550
2020-02-12,2021-02-11,annuale,428584
2019-03-09,2019-06-07,trimestrale,477231
2020-04-03,2020-05-03,mensile,424500
2018-06-05,2018-07-05,mensile,408053
2018-10-09,2018-11-08,mensile,437514
2020-03-21,2021-03-21,annuale,440754
2020-06-04,2020-07-04,mensile,597151
2022-03-29,2023-03-29,annuale,468056
2019-02-18,2020-02-18,annuale,547541
2022-12-28,2023-12-28,annuale,410663
2021-03-06,2021-06-04,trimestrale,521144
2019-10-07,2020-10-06,annuale,524907
2018-07-25,2018-08-24,mensile,409461
2022-07-26,2023-07-26,annuale,513450
2021-03-31,2021-06-29,trimestrale,516194
2021-11-02,2022-11-02,annuale,557904
2022-05-29,2022-06-28,mensile,544360
2021-09-07,2021-10-07,mensile,417446
2018-11-03,2019-02-01,trimestrale,561673
2019-10-10,2019-11-09,mensile,459881
2019-10-14,2020-10-13,annuale,464590
2019-06-25,2020-06-24,annuale,539833
2021-11-30,2022-11-30,annuale,504534
2022-09-25,2022-10-25,mensile,558440
2019-07-27,2020-07-26,annuale,443226
2019-08-15,2019-11-13,trimestrale,524015
2019-01-14,2020-01-14,annuale,570874
2020-08-11,2020-09-10,mensile,428989
2018-02-14,2018-03-16,mensile,445127
2020-12-13,2021-12-13,annuale,585492
2022-04-15,2023-04-15,annuale,513603
2021-08-21,2022-08-21,annuale,516054
2023-01-30,2023-04-30,trimestrale,407169
2021-03-28,2021-04-27,mensile,442869
2021-02-09,2021-05-10,trimestrale,421626
2022-04-17,2022-07-16,trimestrale,553256
2021-12-28,2022-12-28,annuale,565431
2022-07-03,2022-08-02,mensile,544555
2018-06-18,2018-07-18,mensile,476355
2018-05-31,2018-08-29,trimestrale,461635
2020-02-18,2020-05-18,trimestrale,434226
2019-10-10,2020-10-09,annuale,586799
2021-11-28,2022-02-26,trimestrale,498350
2021-07-11,2022-07-11,annuale,522841
2018-06-23,2018-07-23,mensile,567104
2021-04-27,2021-05-27,mensile,456110
2018-11-10,2019-11-10,annuale,506990
2018-05-31,2019-05-31,annuale,570182
2019-09-02,2019-10-02,mensile,500759
2019-08-24,2019-09-23,mensile,453271
2019-07-16,2019-08-15,mensile,508038
2021-01-26,2022-01-26,annuale,532515
2019-01-23,2019-02-22,mensile,474577
2021-04-15,2021-05-15,mensile,570704
2022-10-21,2022-11-20,mensile,528358
2022-04-02,2023-04-02,annuale,479686
2018-09-12,2019-09-12,annuale,443062
2022-07-28,2023-07-28,annuale,562378
2020-04-17,2021-04-17,annuale,525148
2023-01-05,2024-01-05,annuale,503362
2018-05-15,2018-08-13,trimestrale,598000
2021-07-01,2021-09-29,trimestrale,447241
2019-09-16,2020-09-15,annuale,522879
2020-05-29,2020-08-27,trimestrale,503069
2021-01-04,2021-02-03,mensile,580877
2019-02-17,2019-03-19,mensile,468456
2023-01-12,2023-02-11,mensile,528350
2021-05-16,2021-08-14,trimestrale,495585
2018-11-29,2019-11-29,annuale,450378
2021-10-13,2022-01-11,trimestrale,524069
2018-04-11,2019-04-11,annuale,474983
2022-06-16,2022-09-14,trimestrale,473386
2019-10-07,2020-10-06,annuale,446615
2021-08-31,2022-08-31,annuale,563626
2019-12-29,2020-01-28,mensile,563389
2022-04-13,2023-04-13,annuale,593189
2022-06-07,2022-09-05,trimestrale,591883
2018-12-09,2019-12-09,annuale,583921
2019-04-13,2019-07-12,trimestrale,491086
2018-04-15,2018-05-15,mensile,426370
2022-06-30,2022-09-28,trimestrale,467012
2021-12-12,2022-12-12,annuale,559015
2020-01-31,2021-01-30,annuale,426436
2022-04-30,2023-04-30,annuale,407239
2018-10-05,2019-01-03,trimestrale,598980
2021-05-27,2021-08-25,trimestrale,552366
2019-05-06,2020-05-05,annuale,570057
2020-10-04,2020-11-03,mensile,443260
2020-10-20,2020-11-19,mensile,508824
2020-08-14,2020-11-12,trimestrale,551029
2018-12-29,2019-03-29,trimestrale,522992
2022-11-09,2023-02-07,trimestrale,558646
2022-03-08,2023-03-08,annuale,555354
2020-09-15,2021-09-15,annuale,492627
2018-08-10,2018-11-08,trimestrale,580753
2021-12-20,2022-12-20,annuale,575356
2019-08-16,2019-09-15,mensile,502512
2022-01-18,2022-02-17,mensile,474712
2022-02-04,2022-03-06,mensile,570097
2020-12-17,2021-03-17,trimestrale,434627
2022-02-16,2022-03-18,mensile,526407
2018-03-09,2018-06-07,trimestrale,429046
2022-08-27,2022-09-26,mensile,506730
2019-12-21,2020-01-20,mensile,541816
2018-03-31,2018-06-29,trimestrale,579490
2021-01-28,2021-02-27,mensile,570010
2023-01-13,2024-01-13,annuale,434121
2019-08-31,2019-09-30,mensile,412256
2020-09-01,2021-09-01,annuale,525835
2020-07-09,2021-07-09,annuale,511503
2021-09-23,2021-10-23,mensile,490493
2019-07-13,2020-07-12,annuale,420412
2019-07-15,2020-07-14,annuale,503572
2018-06-08,2018-09-06,trimestrale,517402
2020-06-27,2020-07-27,mensile,501202
2022-11-18,2023-02-16,trimestrale,487400
2022-08-16,2022-11-14,trimestrale,596538
2021-04-23,2021-05-23,mensile,548770
2022-11-22,2023-11-22,annuale,594376
2018-05-20,2019-05-20,annuale,431438
2021-04-04,2021-05-04,mensile,594884
2021-05-10,2021-08-08,trimestrale,411978
2018-12-23,2019-12-23,annuale,465038
2018-10-16,2018-11-15,mensile,568807
2019-02-03,2019-03-05,mensile,540655
2022-10-01,2023-10-01,annuale,458992
2023-01-21,2024-01-21,annuale,495903
2021-08-21,2022-08-21,annuale,483374
2022-08-06,2023-08-06,annuale,493406
2022-10-20,2023-10-20,annuale,584702
2021-09-15,2021-12-14,trimestrale,476543
2020-02-23,2020-05-23,trimestrale,597216
2022-04-09,2023-04-09,annuale,464015
2019-07-29,2019-10-27,trimestrale,489293
2022-01-08,2022-04-08,trimestrale,469791
2020-07-15,2020-10-13,trimestrale,525783
2018-02-27,2018-05-28,trimestrale,499509
2020-12-12,2021-01-11,mensile,575455
2021-08-14,2021-09-13,mensile,566037
2019-10-01,2019-12-30,trimestrale,580518
2022-03-19,2022-04-18,mensile,474278
2020-07-03,2021-07-03,annuale,414987
2018-05-28,2018-08-26,trimestrale,457463
2018-09-25,2018-12-24,trimestrale,503363
2021-09-15,2022-09-15,annuale,534330
2019-01-30,2020-01-30,annuale,404648
2018-10-14,2019-10-14,annuale,429611
2022-11-12,2023-11-12,annuale,515500
2018-12-17,2019-12-17,annuale,599178
2019-09-28,2019-12-27,trimestrale,506701
2022-10-01,2022-12-30,trimestrale,599334
2021-04-22,2021-05-22,mensile,511602
2022-09-08,2022-12-07,trimestrale,514693
2020-10-26,2020-11-25,mensile,555768
2022-08-04,2022-09-03,mensile,581647
2022-05-16,2023-05-16,annuale,510346
2019-04-08,2019-05-08,mensile,552287
2019-01-27,2019-02-26,mensile,475684
2021-11-12,2022-11-12,annuale,511968
2018-12-28,2019-01-27,mensile,565565
2019-03-09,2019-04-08,mensile,489592
2022-02-10,2022-05-11,trimestrale,560425
2022-01-05,2022-04-05,trimestrale,450466
2022-08-20,2022-11-18,trimestrale,528183
2019-10-29,2019-11-28,mensile,554844
2020-11-14,2021-02-12,trimestrale,527267
2022-07-25,2023-07-25,annuale,418699
2021-06-08,2022-06-08,annuale,520069
2022-02-21,2023-02-21,annuale,500038
2022-05-06,2022-08-04,trimestrale,452643
2018-10-07,2019-10-07,annuale,497651
2018-05-25,2018-06-24,mensile,449873
2021-02-22,2022-02-22,annuale,525597
2019-02-28,2019-05-29,trimestrale,487395
2022-08-26,2023-08-26,annuale,487904
2019-06-26,2019-07-26,mensile,477617
2021-01-05,2021-04-05,trimestrale,470933
2018-03-27,2018-04-26,mensile,403783
2021-01-02,2022-01-02,annuale,483674
2021-06-10,2021-07-10,mensile,512362
2020-07-09,2021-07-09,annuale,588541
2020-07-09,2020-10-07,trimestrale,497425
2021-06-07,2021-07-07,mensile,457393
2023-01-15,2023-04-15,trimestrale,486747
2019-02-01,2019-05-02,trimestrale,504397
2022-02-10,2022-03-12,mensile,421696
2019-06-23,2019-07-23,mensile,532576
2019-03-23,2020-03-22,annuale,407865
2019-05-26,2019-08-24,trimestrale,543054
2018-03-03,2018-04-02,mensile,436246
2019-06-05,2019-07-05,mensile,516745
2020-07-26,2020-08-25,mensile,532381
2020-11-17,2021-11-17,annuale,571593
2022-09-12,2022-10-12,mensile,555904
2022-05-05,2022-06-04,mensile,517384
2018-03-09,2018-04-08,mensile,440353
2020-12-01,2020-12-31,mensile,457762
2020-11-02,2021-11-02,annuale,547642
2022-05-08,2022-08-06,trimestrale,503595
2020-09-07,2020-10-07,mensile,514283
2018-11-10,2018-12-10,mensile,570361
2020-11-05,2020-12-05,mensile,445323
2021-10-14,2021-11-13,mensile,493529
2022-09-29,2022-10-29,mensile,590107
2019-02-14,2019-05-15,trimestrale,415012
2023-01-06,2023-04-06,trimestrale,414114
2020-05-08,2020-06-07,mensile,490535
2021-04-26,2021-07-25,trimestrale,420248
2022-12-15,2023-03-15,trimestrale,538905
2020-10-31,2021-01-29,trimestrale,460604
2022-04-20,2023-04-20,annuale,469493
2020-02-13,2020-05-13,trimestrale,578383
2018-09-18,2019-09-18,annuale,455469
2022-10-10,2022-11-09,mensile,438376
2018-02-11,2018-05-12,trimestrale,454244
2018-02-08,2019-02-08,annuale,572770
2020-01-24,2020-04-23,trimestrale,470867
2022-08-07,2023-08-07,annuale,552630
2019-01-09,2020-01-09,annuale,457055
2018-10-24,2019-10-24,annuale,571219
2020-06-25,2020-07-25,mensile,479896
2019-11-27,2020-11-26,annuale,475243
2021-08-27,2021-11-25,trimestrale,486431
2022-10-25,2023-01-23,trimestrale,458503
2021-10-24,2022-01-22,trimestrale,498218
2022-12-09,2023-03-09,trimestrale,505586
2019-09-05,2019-12-04,trimestrale,528464
2019-11-29,2020-02-27,trimestrale,456266
2019-05-15,2020-05-14,annuale,455321
2022-04-24,2022-07-23,trimestrale,492015
2021-09-03,2021-10-03,mensile,521469
2019-05-17,2020-05-16,annuale,569348
2022-12-19,2023-01-18,mensile,401895
2019-10-19,2020-10-18,annuale,471147
2018-12-21,2019-03-21,trimestrale,475733
2019-07-03,2019-08-02,mensile,443107
2021-05-18,2022-05-18,annuale,515714
2020-05-22,2020-06-21,mensile,426972
2022-03-01,2022-03-31,mensile,454850
2019-11-30,2020-11-29,annuale,510647
2021-08-17,2022-08-17,annuale,418838
2020-12-24,2021-12-24,annuale,558895
2021-05-27,2022-05-27,annuale,479460
2020-03-11,2020-06-09,trimestrale,487127
2022-06-25,2022-09-23,trimestrale,441635
2018-11-22,2019-11-22,annuale,435492
2022-12-12,2023-01-11,mensile,450613
2019-01-02,2019-04-02,trimestrale,554184
2020-09-03,2020-12-02,trimestrale,516372
2021-04-23,2022-04-23,annuale,462505
2022-01-11,2022-04-11,trimestrale,599670
2021-02-04,2021-05-05,trimestrale,454310
2022-03-31,2022-06-29,trimestrale,405962
2020-09-05,2020-12-04,trimestrale,568397
2018-03-19,2018-04-18,mensile,500833
2018-08-15,2018-09-14,mensile,576839
2018-07-21,2018-10-19,trimestrale,535809
2022-04-11,2022-05-11,mensile,551114
2022-12-13,2023-03-13,trimestrale,567021
2021-11-28,2022-02-26,trimestrale,500696
2020-08-22,2020-09-21,mensile,546990
2018-02-10,2018-05-11,trimestrale,576156
2021-05-29,2022-05-29,annuale,432070
2018-07-01,2018-09-29,trimestrale,498422
2021-05-15,2021-06-14,mensile,500424
2021-08-20,2021-09-19,mensile,441174
2020-03-05,2021-03-05,annuale,523425
2021-05-16,2021-08-14,trimestrale,483096
2022-11-07,2022-12-07,mensile,470968
2019-03-06,2019-06-04,trimestrale,474514
2018-03-07,2019-03-07,annuale,419833
2018-10-17,2019-01-15,trimestrale,436335
2018-10-15,2018-11-14,mensile,569826
2020-03-07,2020-06-05,trimestrale,552354
2022-01-21,2022-04-21,trimestrale,413215
2018-03-30,2019-03-30,annuale,463504
2019-10-21,2020-01-19,trimestrale,482908
2020-11-24,2020-12-24,mensile,598311
2022-12-14,2023-12-14,annuale,411349
2021-12-05,2022-12-05,annuale,556761
2022-03-02,2022-04-01,mensile,490858
2020-01-18,2020-04-17,trimestrale,482430
2022-09-19,2022-12-18,trimestrale,488562
2019-08-25,2019-11-23,trimestrale,580540
2018-08-18,2018-11-16,trimestrale,532811
2022-07-30,2022-08-29,mensile,406091
2023-01-26,2024-01-26,annuale,572160
2019-07-10,2020-07-09,annuale,456270
2019-05-13,2020-05-12,annuale,478994
2021-06-30,2021-07-30,mensile,432387
2022-07-29,2022-10-27,trimestrale,551743
2023-01-31,2024-01-31,annuale,456483
2022-10-29,2022-11-28,mensile,570314
2018-12-22,2019-01-21,mensile,455440
2020-05-27,2020-06-26,mensile,550413
2022-12-23,2023-12-23,annuale,585111
2023-01-07,2023-04-07,trimestrale,580240
2022-11-19,2023-11-19,annuale,519575
2020-07-16,2020-10-14,trimestrale,579260
2018-03-22,2019-03-22,annuale,557663
2020-11-12,2020-12-12,mensile,420394
2019-01-13,2019-04-13,trimestrale,481948
2019-01-05,2019-02-04,mensile,410491
2019-10-04,2020-10-03,annuale,423522
2021-01-02,2022-01-02,annuale,589440
2018-08-30,2018-09-29,mensile,427555
2022-04-10,2022-07-09,trimestrale,421170
2021-05-29,2021-08-27,trimestrale,562536
2018-11-20,2019-02-18,trimestrale,599109
2019-06-10,2019-07-10,mensile,401777
2020-07-24,2020-10-22,trimestrale,474136
2020-01-14,2021-01-13,annuale,453055
2020-07-23,2020-08-22,mensile,466038
2022-12-05,2023-01-04,mensile,516437
2018-11-16,2019-02-14,trimestrale,509180
2022-11-05,2022-12-05,mensile,557982
2018-03-17,2018-06-15,trimestrale,552425
2022-10-15,2023-01-13,trimestrale,494550
2021-03-08,2022-03-08,annuale,554869
2020-11-15,2020-12-15,mensile,529725
2022-12-02,2023-12-02,annuale,481973
2018-10-31,2019-01-29,trimestrale,547771
2022-06-07,2022-09-05,trimestrale,561293
2019-03-06,2019-06-04,trimestrale,426924
2021-12-25,2022-12-25,annuale,487568
2021-04-18,2021-07-17,trimestrale,597851
2020-08-22,2021-08-22,annuale,469909
2018-02-18,2018-05-19,trimestrale,590771
2020-01-09,2020-04-08,trimestrale,401164
2019-11-10,2019-12-10,mensile,439932
2021-02-26,2021-03-28,mensile,511342
2018-12-10,2019-12-10,annuale,439048
2022-07-25,2022-08-24,mensile,510870
2018-09-05,2019-09-05,annuale,492898
2020-08-29,2020-11-27,trimestrale,417067
2019-05-11,2019-08-09,trimestrale,407165
2018-06-22,2018-09-20,trimestrale,574956
2022-07-03,2022-08-02,mensile,475444
2018-08-01,2019-08-01,annuale,467701
2022-05-10,2022-06-09,mensile,491173
2022-07-19,2022-08-18,mensile,522274
2018-08-19,2018-11-17,trimestrale,507789
2019-07-10,2019-08-09,mensile,565333
2021-09-08,2021-12-07,trimestrale,546443
2021-04-07,2021-07-06,trimestrale,470634
2018-08-21,2018-11-19,trimestrale,440402
2018-07-30,2019-07-30,annuale,421307
2019-11-14,2019-12-14,mensile,404516
2019-03-08,2020-03-07,annuale,553383
2019-06-04,2020-06-03,annuale,481421
2021-10-08,2022-10-08,annuale,569066
2019-03-28,2019-06-26,trimestrale,401659
2018-07-23,2018-08-22,mensile,527757
2020-11-23,2021-11-23,annuale,402532
2021-07-06,2021-10-04,trimestrale,523892
2020-11-22,2021-11-22,annuale,465131
2022-06-26,2023-06-26,annuale,538339
2018-04-04,2018-07-03,trimestrale,579994
2018-02-11,2018-03-13,mensile,563177
2020-01-09,2020-04-08,trimestrale,421595
2019-07-22,2020-07-21,annuale,572762
2018-10-04,2019-01-02,trimestrale,435024
2021-01-19,2021-02-18,mensile,562241
2018-09-21,2018-10-21,mensile,419778
2021-02-04,2021-05-05,trimestrale,433928
2021-05-15,2022-05-15,annuale,576497
2019-12-26,2020-03-25,trimestrale,588792
2020-03-14,2020-06-12,trimestrale,507853
